id,title,content,kategori,id_pasangan
fakta_66,KPK Cegah 4 Pimpinan DPRD dalam Kasus Dana Hibah Provinsi Jawa Timur,KPK melakukan pencegahan terhadap empat pimpinan DPRD Provinsi Jawa Timur selama enam bulan ke depan terkait kasus suap dana hibah dengan tersangka Wakil Ketua DPRD Jawa Timur Sahat Tua Simanjuntak. Pencegahan dilakukan agar memudahkan proses penyidikan. Salah satunya Ketua DPRD Provinsi Jawa Timur Kusnadi.,fakta,hoaks_66
hoaks_67,[HOAKS] MUI Dukung Serangan Israel ke Iran,"Penjelasan: Beredar unggahan di media sosial X cuplikan layar terkait sebuah media yang menyatakan bahwa Majelis Ulama Indonesia (MUI) mendukung Israel. Judul artikel tersebut adalah ""MUI Dukung Serangan Israel ke Iran: Syiah Bukan Islam, Syiah Adalah Kafir Yang Halal Dimusnahkan"". Menurut fakta yang dilansir dari cekfakta.com , informasi tersebut tidaklah benar karena telah diubah judul artikel aslinya. Tidak ditemukan di situs media tersebut dan laman MUI terkait judul artikel yang beredar. Artikel yang asli berjudul ""MUI Kecam Serangan Israel ke Iran: Perburuk Krisis Kemanusiaan-Keamanan Global"". Pernyataan Ketua Bidang Hubungan Luar Negeri dan Kerja Sama Internasional Majelis Ulama Indonesia Prof. Sudarnoto Abdul Hakim, dikeluarkan setelah serangan Israel ke Iran pada 13 Juni 2025. Link Counter: https://cekfakta.com/focus/27436 https://mui.or.id/baca/berita/mui-kutuk-keras-serangan-israel-ke-iran-dorong-sanksi-internasional",hoaks,fakta_67
fakta_67,MUI Yogya Minta Pengurus Mundur Jika Ingin Dukung Salah Satu Calon di Pilpres 2024,"Majelis Ulama Indonesia (MUI) DIY meminta para pengurus mundur sejak dini jika berencana terlibat dalam politik praktis pada Pemilu Presiden atau Pilpres 2024. Ketua Umum MUI DIY Machasin menyatakan, pengurus yang mendukung calon presiden dan menggunakan pengaruhnya untuk mempengaruhi masyarakat jelas akan mencoreng wajah MUI. MUI DIY berkoordinasi dengan Badan Pengawas Pemilu setempat, jika ada laporan tempat ibadah digunakan untuk politik praktis akan dilaporkan kepada pihak terkait untuk menindak.",fakta,hoaks_67
hoaks_68,[HOAKS] AHY Pasang Badan Bela Wakil Presiden Gibran,"Penjelasan: Beredar sebuah unggahan video di media sosial Twitter yang mengeklaim Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) pasang badan membela dan meminta para jenderal untuk tidak mengganti Wakil Presiden Gibran. Faktanya, klaim  tersebut adalah tidak benar. Dilansir dari turnbackhoax.id , unggahan tersebut merupakan konten yang menyesatkan. Setelah ditelusuri menggunakan Google Lens, hasil pencarian mengarahkan ke beberapa sumber, salah satunya adalah unggahan kegiatan aksi mengawal putusan Mahkamah Konstitusi menolak revisi Rancangan Undang-Undang (RUU) Pilkada pada Agustus 2024 lalu. Video AHY yang sedang mengucapkan selamat kepada Prabowo-Gibran dan mengajak untuk rekonsiliasi setelah Pilpres 2024. Link Counter: https://turnbackhoax.id/2025/06/21/salah-ketua-umum-partai-demokrat-pasang-badan-bela-wakil-presiden-gibran/",hoaks,fakta_68
fakta_68,Gibran Rakabuming Blak-Blakan Dukung Anies Baswedan: Saya Mengapresiasi,"Gibran Rakabuming Raka, Wali Kota Solo dan kader PDIP, mendukung mantan Gubernur DKI Jakarta Anies Baswedan. Pernyataan ini dikemukakan Gibran setelah diprotes di akun media sosial Twitter miliknya. Meski PDIP menentang pencalonan Anies, Gibran merasa dukungannya tidak akan dipermasalahkan oleh partai. Gibran juga disebut-sebut menjadi salah satu kandidat Calon Gubernur DKI Jakarta pada 2024.",fakta,hoaks_68
hoaks_69,[HOAKS] Video Petir Terlihat dari Kabin Pesawat Air India yang Jatuh,"Penjelasan: Beredar sebuah unggahan video di media sosial Facebook yang mengeklaim video petir terlihat dari kabin pesawat Air India yang jatuh. Faktanya, klaim  tersebut adalah tidak benar. Dilansir dari kompas.com , video petir terlihat dari dalam kabin pesawat Indigo 6E2142 disebarkan dengan konteks keliru. Pesawat domestik dari Delhi ke Srinagar tersebut mengalami turbulensi akibat cuaca buruk pada Rabu, 21 Mei 2025. Sementara, kecelakaan pesawat Air India AI171 di Ahmedabad terjadi pada Kamis, 12 Juni 2025, di mana cuaca cerah berawan. Link Counter: https://www.kompas.com/cekfakta/read/2025/06/19/142000082/-hoaks-video-petir-terlihat-dari-kabin-pesawat-air-india-yang-jatuh?page=2",hoaks,fakta_69
fakta_69,Kemenhub Bakal Inspeksi Pesawat Super Air Jet Yang Alami Gangguan AC,Kemenhub akan memeriksa pesawat Super Air Jet rute Denpasar-Jakarta yang mengalami gangguan teknis pada Selasa (21/3). Pesawat mengalami gangguan pada tekanan udara di kabin sehingga membuat suhu udara di kabin pesawat tinggi dan penumpang menjadi tidak nyaman. Kemenhub akan memberikan teguran kepada maskapai Super Air Jet atas permasalahan tersebut dan memastikan bahwa pesawat tersebut aman untuk digunakan kembali. Seluruh maskapai juga diimbau untuk terus meningkatkan keselamatan dan keamanan penerbangan.,fakta,hoaks_69
hoaks_70,[HOAKS] Erick Thohir Sebut Vaksin Covid-19 Dipasangi Chip,"Penjelasan: Beredar sebuah unggahan video di media sosial Facebook yang mengeklaim bahwa Menteri Badan Usaha Milik negara (BUMN) Erick Thohir menyatakan bahwa vaksin Covid-19 yang disuntikkan kepada masyarakat telah dipasangi chip. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari kompas.com, video tersebut identik dengan cuplikan video dari kanal YouTube Najwa Shihab pada 14 januari 2021 berjudul ""Vaksin Siapa Takut - Dokter Thalib: Bukan Vitamin C, Vaksin untuk Jokowi Asli"". Erick menjelaskan Bio Farma memasang barcode pada botol vaksin Covid-19 untuk mengetahui produk tersebut disuntikkan kepada siapa dan untuk memastikan vaksin Covid-19 tersebut sampai ke masyarakat Indonesia saat pandemi melanda. Adapun Bio Farma merupakan BUMN di Indonesia yang bergerak di bidang farmasi, khususnya dalam produksi vaksin dan serum. Dalam video utuhnya, tidak ada pernyataan Erick yang menyebut terdapat chip pada vaksin Covid-19. Kategori: Hoaks Link Counter: https://www.kompas.com/cekfakta/read/2025/06/14/155100182/-hoaks-erick-thohir-sebut-vaksin-covid-19-dipasangi-cip https://www.youtube.com/watch?v=hUKnXEXGLd0",hoaks,fakta_70
fakta_70,"Penampakan Dahsyatnya Rudal Korut, Kim Jong Un Siap Perang!",Vaksin COVID-19 Pfizer mendapat persetujuan penggunaan darurat oleh Badan Pengawas Obat dan Makanan Amerika Serikat. Vaksin ini telah menunjukkan efikasi 95% dalam melindungi individu dari penyakit COVID-19. Pemerintah AS berharap dapat memvaksinasi hingga 20 juta orang pada akhir tahun ini.,fakta,hoaks_70
hoaks_71,[HOAKS] Mendagri Tito Karnavian adalah Anak Kandung Tokoh PKI DN Aidit,"Penjelasan: Beredar sebuah unggahan video di media sosial Facebook yang mengeklaim bahwa Menteri Dalam Negeri (Mendagri) Tito Karnavian adalah anak kandung Tokoh Partai Komunis Indonesia (PKI) DN Aidit. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari kompas.com, tidak ada bukti valid yang menunjukkan Tito Karnavian merupakan anak kandung DN Aidit. Tito lahir di Kota Palembang, Provinsi Sumatera Selatan pada 26 Oktober 1964 dari pasangan Achmad Saleh dan Kordiah. Sang ayah bekerja sebagai wartawan RRI di Kota Palembang. Sementara, ibunya merupakan seorang bidan dan Tito adalah anak kedua dari enam bersaudara. Ayah Tito meninggal pada 27 Oktober 2016 di Rumah Sakit Cipto Mangunkusumo, Kota Jakarta Pusat dan jenazahnya dimakamkan di Kota Palembang. Sementara DN Aidit diketahui memiliki lima anak yakni Ilham Aidit, Ibarruri Putri Alam, Ilya Aidit, Iwan Aidit, dan Irfan Aidit. Kategori: Hoaks Link Counter: https://www.kompas.com/cekfakta/read/2025/06/11/175100382/-hoaks-mendagri-tito-karnavian-adalah-anak-kandung-tokoh-pki-dn-aidit",hoaks,fakta_71
fakta_71,Tito Dorong Pelaporan LHKPN di Kemendagri: Jadi Syarat Promosi Jabatan,"Menteri Dalam Negeri, Tito Karnavian, akan mendorong pelaporan LHKPN pegawai di kementeriannya karena tingkat kepatuhan pelaporan masih rendah di angka 46,54 persen. Tito juga menegaskan pelaporan LHKPN menjadi salah satu syarat agar pegawai Kementerian Dalam Negeri bisa di-promosikan. Ada 139 pegawai Kementerian yang belum melaporkan LHKPN milik mereka.",fakta,hoaks_71
hoaks_72,[HOAKS] Video Pidato Kim Jong Un Dukung Kebijakan Dedi Mulyadi,"Penjelasan: Beredar unggahan di media sosial TikTok terkait video pemimpin tertinggi Korea Utara yakni Kim Jong Un yang setuju terhadap kebijakan Gubernur Jawa Barat Dedi Mulyadi untuk mendisiplinkan pelajar. Video pidato Kim Jong Un dalam bahasa Korea yang disertai narasi terjemahan tersebut sebelumnya juga menjelaskan keprihatinannya akibat maraknya kasus korupsi di Indonesia. Menurut fakta yang dilansir dari kompas.com, video tersebut tidaklah benar atau hoaks. Video pidato Kim Jong Un yang asli tersebut sebelumnya sudah beredar di kanal YouTube Elpais, Arirang News, dan North Korea Now. Pada pidato aslinya yang diselenggarakan pada peringatan 76 tahun berdirinya rezim militer Korea Utara, Kim Jong Un membahas mengenai pertahanan nasional Korea Utara dan sama sekali tidak menyingung Indonesia ataupun Dedi Mulyadi. Kategori: Hoaks Link Counter: https://www.kompas.com/cekfakta/read/2025/06/09/111100282/-hoaks-video-pidato-kim-jong-un-dukung-kebijakan-dedi-mulyadi",hoaks,fakta_72
fakta_72,Korut Siap Perang! Ini Titah Kim Jong Un,Kim Jong-un memerintahkan militer Korea Utara untuk meningkatkan latihan guna mengantisipasi perang nyata dan presiden Korea Selatan Yoon Suk Yeol akan meningkatkan latihan gabungan dengan AS serta perencanaan bersama untuk melawan ancaman nuklir dan rudal Korut. Korea Utara dituding menembakkan rudal balistik jarak pendek di lepas pantai baratnya. Pencegahan perang dan inisiatif dalam perang menjadi dua misi strategis yang harus dijalankan dengan terus mengintensifkan latihan simulasi untuk perang nyata.,fakta,hoaks_72
hoaks_73,[HOAKS] Video Banjir Bandang di Jakarta,"Penjelasan: Beredar sebuah unggahan video di media sosial YouTube yang mengeklaim bahwa Jakarta akan tenggelam disebabkan banjir bandang dalam hitungan menit. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari antaranews.com, video yang diunggah tersebut merupakan hasil manipulasi digital dan teridentifikasi sebagai buatan Artificial Intelligence (AI). Di dalamnya terdapat keterangan bahwa suara atau visual telah diedit secara signifikan atau dihasilkan menggunakan teknologi digital. Kategori: Hoaks Link Counter: https://www.antaranews.com/berita/4873057/hoaks-video-banjir-bandang-di-jakarta",hoaks,fakta_73
fakta_73,"Pasca- Banjir Bandang di Lahat, Petugas Masih Cari 1 Orang Terseret Arus","Banjir bandang melanda Kabupaten Lahat, Sumatera Selatan menyebabkan satu orang hilang terbawa arus Sungai Lematang. Banjir bandang juga menyebabkan ratusan rumah rusak ringan dan berat di desa desa yang terkena banjir. Pencarian korban masih dilakukan oleh tim gabungan TNI, BPBD, dan SAR Lahat.",fakta,hoaks_73
hoaks_74,[HOAKS] Ahli Waris Bisa Disanksi kalau Orang Meninggal Tidak Lapor Pajak,"Penjelasan: Beredar unggahan di media sosial Facebook berisi narasi “Parah,Sekarang Orang Yang Sudah Mninggal Masih Wajib Lapor Pajak Jika Tidak,Ahli Waris Akan Kena Sangsi...!!!!”. Dilansir dari Cek Fakta kompas.com , wajib pajak orang yang sudah meninggal memang kadang dikirimi surat pemberitahuan dari kantor pajak, baik melalui surat fisik, maupun elektronik. Alasannya, Nomor Pokok Wajib Pajak (NPWP) mereka terdata masih aktif di Direktorat Jenderal Pajak (DJP). Ketika warga yang memiliki NPWP meninggal dunia, data mereka tidak otomatis terhubung dengan kantor pajak. Faktanya, ahli waris dari wajib pajak yang sudah meninggal hanya perlu mengajukan permohonan penghapusan NPWP. Permohonan dapat dilakukan secara langsung melalui Tempat Pelayanan Terpadu (TPT) di Kantor Pelayanan Pajak atau mengirimkan permohonan melalui pos ke alamat Kantor Pelayanan Pajak. Dokumen persyaratannya meliputi akta kematian, KTP, kartu keluarga, surat pernyataan ahli waris, dan surat keterangan terdaftar bagi wajib pajak orang. Link Counter: https://www.kompas.com/cekfakta/read/2025/05/06/084900682/klarifikasi-orang-meninggal-tidak-ditagih-pajak-jika-ahli-waris-ajukan?page=all https://turnbackhoax.id/2025/05/14/salah-ahli-waris-bisa-disanksi-kalau-orang-meninggal-tidak-lapor-pajak/",hoaks,fakta_74
fakta_74,"Sidak Kantor Pajak Solo, Jokowi Interogasi WP yang Lapor SPT","Presiden Joko Widodo mengunjungi Kantor Pelayanan Pajak (KPP) Pratama Surakarta untuk melihat situasi dan kondisi saat ini. Dalam kunjungan tersebut, Jokowi mempertanyakan banyaknya wajib pajak yang masih melapor di kantor pajak, padahal pelaporan bisa dilakukan secara online. Jokowi pun memamerkan bukti laporannya yang dilakukan secara online. Banyak wajib pajak yang datang ke kantor pajak untuk melaporkan SPT dan Jawaban para WP bermacam-macam.",fakta,hoaks_74
hoaks_75,[HOAKS] Yaqut Sebut Uang Haji yang Dia Pakai Dibagi Dua dengan Jokowi,"Penjelasan: Beredar di media sosial unggahan berupa tangkap layar judul artikel yang mengeklaim mantan Menteri Agama Yaqut Cholil Qoumas menyebut uang kuota haji yang ia pakai dibagi dua dengan Presiden ke-7 Indonesia Joko Widodo (Jokowi). Faktanya, informasi tersebut adalah tidak benar. Dilansir dari kompas.com , unggahan itu memanipulasi artikel di laman news.republika.co.id yang tayang 4 Oktober 2023 berjudul ""Gus Yaqut: Saya Punya Kewajiban Sebagai Menag Jaga Agama tak Diperalat Urusan Politik"".  Dalam artikel tersebut membahas pernyataan Yaqut soal ajakan untuk tidak memilih pemimpin yang pandai berbicara manis dan menggunakan agama sebagai alat politik. Pernyataan itu dikeluarkan Yaqut saat ia masih menjabat Menteri Agama dan menjelang Pemilihan Presiden 2024. Link Counter: https://www.kompas.com/cekfakta/read/2025/05/14/155100282/-hoaks-yaqut-sebut-uang-haji-yang-dia-pakai-dibagi-dua-dengan-jokowi https://news.republika.co.id/berita/s204fq377/gus-yaqut-saya-punya-kewajiban-sebagai-menag-jaga-agama-tak-diperalat-urusan-politik",hoaks,fakta_75
fakta_75,Menag Yaqut Cholil ke Arab Saudi Cek Persiapan Layanan Haji,"Menteri Agama Yaqut Cholil Qoumas kunjungi Arab Saudi untuk mengecek persiapan pelayanan jamaah haji 2023. Menag fokus pada penyelesaian layanan bagi lansia yang mencapai 64 ribu orang. Kesiapan transportasi, catering, dan akomodasi jadi perhatian serius, dengan semangat Haji Ramah Lansia.",fakta,hoaks_75
hoaks_76,[HOAKS] Tautan untuk Dapat Giveaway PLN Berhadiah Uang Tunai,"Penjelasan: Beredar di media sosial unggahan berisi tautan yang diklaim sebagai akses untuk mengikuti giveaway uang tunai dan token listrik gratis mengatasnamakan PT Perusahaan Listrik Negara (Persero) atau PLN. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari kompas.com, Manager Komunikasi dan Tanggung Jawab Sosial dan Lingkungan (TJSL) PLN Unit Induk Distribusi (UID) Jawa Tengah-Daerah Istimewa Yogyakarta Prayudha Fasya Perdana menjelaskan, giveaway mengatasnamakan PLN yang beredar di Facebook tersebut adalah hoaks. Yudha mengimbau kepada masyarakat untuk selalu waspada terhadap modus penipuan yang mengatasnamakan PLN. Informasi resmi terkait PLN dapat diperoleh melalui kanal resmi seperti contact center PLN 123 dan situs resmi www.pln.co.id. Kategori: Hoaks Link Counter: https://www.kompas.com/cekfakta/read/2025/05/30/185800382/-hoaks-tautan-untuk-dapat-giveaway-pln-berhadiah-uang-tunai https://web.pln.co.id/",hoaks,fakta_76
fakta_76,Mau Beli Motor Listrik Gesits Cs? Bisa di Aplikasi PLN Mobile,"PLN akan memfasilitasi masyarakat yang ingin membeli motor listrik dalam negeri, setelah pemerintah memberikan bantuan sebesar Rp 7 juta untuk setiap pembelian unit motor listrik baru. Proses pembayaran akan dijalankan dengan memperoleh bantuan dari Himpunan Bank Milik Negara (Himbara) dengan skema kredit murah. PLN telah menggandeng tiga pabrikan motor listrik Gesits, Volta, dan Selis dengan TKDN minimal 40%. Pembelian melalui aplikasi PLN Mobile dilengkapi dengan promo, seperti voucher token listrik dan asuransi kecelakaan. Program diskon motor listrik baru ditargetkan akan berlaku pada 20 Maret 2023.",fakta,hoaks_76
hoaks_77,[HOAKS] Pesawat Jemaah Haji Asal Mauritania Jatuh di Laut Merah,"Penjelasan: Beredar sebuah unggahan video di media sosial Facebook yang mengeklaim pesawat berisi jemaah haji asal Mauritania jatuh di Laut Merah. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari kompas.com, setelah ditelusuri, Pemerintah Mauritania memastikan semua jemaah haji dari negaranya telah tiba di Arab Saudi dengan selamat. Mereka terbang ke Arab Saudi dengan menggunakan pesawat Mauritania Airlines yang berangkat pada tanggal 23, 24, dan 25 Mei 2025. Pihak Mauritania Airlines mengimbau masyarakat untuk mengecek informasi yang diterima supaya tidak termakan berita palsu. Kategori: Hoaks Link Counter: https://www.kompas.com/cekfakta/read/2025/05/31/105000682/-hoaks-pesawat-jemaah-haji-asal-mauritania-jatuh-di-laut-merah",hoaks,fakta_77
fakta_77,"Kemenag Berlakukan Visa Bio, Jemaah Haji 2023 Bisa Daftar Mandiri","Kementerian Agama RI dan Arab Saudi sepakat menggunakan Aplikasi Visa Bio untuk seluruh jemaah haji Indonesia 1444 H/2023 M. Penggunaan aplikasi tersebut dapat mempermudah dan mempercepat verifikasi jemaah di bandara Arab Saudi. Selain itu, rapat koordinasi dua negara juga membahas terkait implementasi Mecca Route atau fast track untuk mempertimbangkan kualitas layanan fast track di Bandara Soekarno Hatta. Pihak Arab Saudi juga meminta agar MoU antara Indonesia dan Arab Saudi dapat dilakukan untuk keberlanjutan layanan fast track.",fakta,hoaks_77
hoaks_78,[HOAKS] Pendaftaran JKN Gratis Periode Mei-Juni 2025 dari BPJS Kesehatan,"Penjelasan: Beredar di media sosial informasi mengenai pendaftaran Jaminan Kesehatan Nasional (JKN) gratis untuk periode Mei–Juni 2025 yang mengatasnamakan BPJS Kesehatan. Narasi tersebut dilengkapi tautan dan poster yang mengajak masyarakat segera mendaftar secara online. Faktanya, berdasarkan penelusuran Kompas.com, informasi tersebut adalah hoaks. Kepala Humas BPJS Kesehatan Rizzky Anugerah, menegaskan bahwa BPJS Kesehatan tidak memiliki program pendaftaran JKN gratis seperti yang dimaksud. Tautan dalam unggahan tersebut juga mengarah ke situs mencurigakan yang berpotensi digunakan untuk pencurian data. Masyarakat diimbau agar tetap waspada dan hanya mengakses informasi resmi melalui kanal BPJS Kesehatan yang terpercaya. Kategori: Hoaks Link Counter: https://www.kompas.com/cekfakta/read/2025/05/28/084900082/-hoaks-pendaftaran-jkn-gratis-periode-mei-juni-2025-dari-bpjs-kesehatan",hoaks,fakta_78
fakta_78,JKN Buka Peluang Terciptanya Kedaulatan Industri Farmasi,"BPJS Kesehatan mendorong industri farmasi dalam negeri untuk kuat dengan menguatkan manufaktur farmasi, revitalisasi penyediaan bahan baku obat, dan riset inovasi farmasi. Peluang besar dalam sektor industri farmasi terbuka lebar akibat Program Jaminan Kesehatan Nasional (JKN) yang saat ini mencatat jumlah kepesertaan mencapai 248,7 juta jiwa dengan total pemanfaatan layanan kesehatan 502,8 juta kali di tahun 2022. BPJS Kesehatan berkomitmen agar JKN berjalan dengan optimal dan terjaga keberlangsungannya.",fakta,hoaks_78
hoaks_79,[HOAKS] BPJS Ketenagakerjaan Bagikan Bantuan Rp250 Juta kepada Tenaga Kerja Indonesia,"Penjelasan: Beredar unggahan video di Facebook yang menyatakan bahwa Pemerintah melalui BPJS Ketenagakerjaan akan membagikan bantuan uang sejumlah Rp250 juta kepada para Tenaga Kerja Indonesia (TKI) yang bekerja di luar negeri. Faktanya video tersebut adalah tidak benar. Dilansir kompas.com berdasarkan hasil penelusuran video serupa, didapati bahwa video tersebut  merupakan video yang dimuat pada kanal YouTube KOMPASTV dengan konteks berita “Hari Pelanggan Nasional jadi Momentum BPJS Ketenagakerjaan Dorong Pekerja untuk Tumbuh dan Kuat”. Video tersebut merupakan berita kunjungan Ketua Dewan Pengawas BPJS Ketenagakerjaan ke kantor Cabang Yogyakarta yang dilakukan saat momen peringatan Hari Pelanggan Nasional pada 4 September 2022. Namun, suara pada video tersebut diganti dengan informasi menyesatkan yang menyatakan bahwa BPJS Ketenagakerjaan akan memberikan uang senilai Rp250 juta kepada para TKI yang bekerja di luar negeri. Link Counter: https://www.kompas.com/cekfakta/read/2025/05/27/110100382/-hoaks-bpjs-ketenagakerjaan-bagikan-bantuan-rp-250-juta-ke-tki https://www.youtube.com/watch?v=6nI2T4N24lQ&ab_channel=KOMPASTV",hoaks,fakta_79
fakta_79,"Peserta Menjadi Korban TBBM Plumpang, BPJS Ketenagakerjaan Beri Santunan","BPJS Ketenagakerjaan membayarkan manfaat jaminan sosial ketenagakerjaan senilai Rp 48 juta kepada ahli waris dari karyawan toko bahan bangunan yang meninggal dunia saat sedang mengevakuasi anggota keluarganya yang juga menjadi korban kebakaran TBBM di Plumpang Jakarta Utara. Selain itu, BPJS Ketenagakerjaan juga mengapresiasi komitmen Pemerintah Kota Jakarta Utara yang telah mendorong seluruh badan usaha di wilayahnya untuk mendaftarkan seluruh karyawannya menjadi peserta BPJS Ketenagakerjaan.",fakta,hoaks_79
hoaks_80,[HOAKS] Presiden Prabowo akan Lenyapkan Indonesia Melalui Uji Coba Vaksin TBC Bill Gates,"Penjelasan: Beredar sebuah pesan berantai berisi video di WhatsApp yang berisi narasi ""Indonesia Jadi Kelinci Percobaan Berita dari Rusia"". Narasi tersebut diklaim terkait dengan uji coba vaksin TBC Bill Gates. Faktanya dilansir dari kompas.com , Kementerian Kesehatan (Kemenkes) memastikan vaksin TBC yang dikembangkan oleh pengusaha asal Amerika Serikat Bill Gates, TBC M72 aman seiring dengan keluarnya izin dari Badan Pengawas Obat dan Makanan (BPOM). Kepala BPOM Taruna Ikrar menuturkan, vaksin TBC Bill Gates sudah melewati uji klinis fase 1 dan fase 2 untuk berfokus pada keamanan dan dosis. Uji klinis fase ini dilakukan di negara-negara maju seperti negara Eropa termasuk Swiss. BPOM pun baru memberikan izin pelaksanaan vaksin TBC fase 3 setelah proses evaluasi ilmiah yang ketat oleh tim independen dari Komite Nasional Evaluasi Obat. Link Counter: https://nasional.kompas.com/read/2025/05/27/14360601/kemenkes-soal-vaksin-tbc-bill-gates-aman-uji-klinis-tahap-3-untuk-tahu https://nasional.kompas.com/read/2025/05/15/18164381/alasan-bpom-izinkan-uji-coba-vaksin-tbc-bill-gates-manfaatnya-besar",hoaks,fakta_80
fakta_80,Putin Menggila! Penampakan Kyiv Kembali Hujan Rudal,"Aksi Jokowi menolak vaksin COVID-19 dari Sinovac telah memicu debat di media sosial. Jokowi menolak vaksin tersebut karena belum melalui uji klinis tahap tiga yang ketat. Namun, beberapa pihak menilai keputusan tersebut kurang tepat mengingat  Sinovac telah digunakan di beberapa negara dengan hasil positif. 

Jokowi menolak vaksin Sinovac yang belum melalui uji klinis tahap tiga, ini memicu debat di media sosial, meski vaksin tersebut telah digunakan di beberapa negara dengan hasil positif.",fakta,hoaks_80
hoaks_81,[HOAKS] Kasus TBC di Jakarta Merebak Sejak Rencana Uji Coba Klinis Vaksin Diumumkan,"Penjelasan: Beredar sebuah unggahan di media sosial Facebook yang mengeklaim bahwa kasus Tuberkulosis (TBC) di Jakarta merebak sejak rencana uji klinis vaksin diumumkan. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari jalahoaks.jakarta.go.id , Kepala Dinas Kesehatan (Kadinkes) Provinsi DKI Jakarta Ani Ruspitawati menyatakan bahwa sebanyak 274 rukun warga (RW) di Jakarta berstatus siaga penyakit TBC dan menjadi bagian dari pengendalian kasus TBC yang saat ini angkanya sudah sangat tinggi. Tidak ada penyebutan dan pemberitaan kredibel yang menyatakan bahwa jumlah 274 RW berstatus siaga TBC itu disebabkan diterapkannya uji klinis vaksin TBC yang didanai Gates Foundation di Indonesia. Link Counter: https://jalahoaks.jakarta.go.id/detail/Hoaks-Kasus-TBC-Merebak-Sejak-Rencana-Uji-Klinis-Vaksin-Diumumkan",hoaks,fakta_81
fakta_81,Putin Menggila! Penampakan Kyiv Kembali Hujan Rudal,"Aksi Jokowi menolak vaksin COVID-19 dari Sinovac telah memicu debat di media sosial. Jokowi menolak vaksin tersebut karena belum melalui uji klinis tahap tiga yang ketat. Namun, beberapa pihak menilai keputusan tersebut kurang tepat mengingat  Sinovac telah digunakan di beberapa negara dengan hasil positif. 

Jokowi menolak vaksin Sinovac yang belum melalui uji klinis tahap tiga, ini memicu debat di media sosial, meski vaksin tersebut telah digunakan di beberapa negara dengan hasil positif.",fakta,hoaks_81
hoaks_82,[HOAKS] Ikan Lele Penyebab Gagal Ginjal,"Penjelasan: Beredar sebuah unggahan video di media sosial X atau Twitter berisi narasi yang mengeklaim bahwa ikan lele penyebab gagal ginjal. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari turnbackhoax.id , setelah ditelusuri dengan memasukkan kata kunci “ikan lele penyebab gagal ginjal” ke mesin pencarian Google, hasilnya ditemukan informasi dari laman berita rspp.co.id berjudul “Benarkah Ikan Lele Suntik Antibiotik Bisa Sebabkan Gagal Ginjal?” yang diunggah pada Kamis, 27 Maret 2025. Dikutip dari swarajombang.com , Direktur Utama BPJS Kesehatan Prof. Ali Ghufron Mukti menyoroti temuan Kementerian Pertanian mengenai penggunaan antibiotik pada ikan lele dan pewarna buatan pada buah-buahan yang dapat berpotensi merusak ginjal. Ghufron mengingatkan masyarakat agar lebih memperhatikan pola makan dan minum, serta mengontrol riwayat penyakit yang dapat meningkatkan risiko gagal ginjal, seperti diabetes, dan hipertensi. Link Counter: https://turnbackhoax.id/2025/05/26/salah-ikan-lele-penyebab-gagal-ginjal/ https://rspp.co.id/artikel-detail-721-Benarkah-Ikan-Lele-Suntik-Antibiotik-Bisa-Sebabkan-Gagal-Ginjal.html https://swarajombang.com/bpjs-kena-klaim-rp-11-triliun-untuk-gagal-ginjal-ikan-lele-dan-buah-suntik-diduga-jadi-penyebabnya/",hoaks,fakta_82
fakta_82,Komnas HAM Sudah Selesaikan Penyelidikan Kasus Gagal Ginjal Akut Anak,"Komisi Nasional Hak Asasi Manusia (Komnas HAM) telah menyelesaikan penyelidikan kasus gagal ginjal pada anak dan tengah menyusun laporan akhir serta rekomendasi. Laporan ini akan berisi analisis fakta dan rekomendasi untuk pemangku kebijakan, antara lain Kementerian Kesehatan dan BPOM. Kasus ini terjadi karena mencemarinya kandungan etilen glikol dan dietilen glikol pada obat-obatan demam anak, menyebabkan 326 kasus gagal ginjal di seluruh Indonesia dan 204 korban meninggal dunia.",fakta,hoaks_82
hoaks_83,[HOAKS] Jaksa Agung ST Burhanuddin Diganti,"Penjelasan: Beredar sebuah unggahan di media sosial Facebook yang mengeklaim bahwa jaksa Agung Sanitiar (ST) Burhanuddin akan diganti. Faktanya, klaim tersebut adalah tidak benar. Dilansir dari jalahoaks.jakarta.go.id, Kepala Pusat Penerangan Hukum Kejaksaan Agung Harli Siregar menyatakan bahwa pergantian jaksa agung adalah hak prerogatif presiden. Sepanjang presiden masih berkenan dan belum ada pergantian jaksa agung, maka belum ada pergantian. Berbeda halnya dengan jaksa karir yang ada usia maksimalnya. Harli bahkan mengaku sudah menyampaikan adanya isu tersebut kepada ST Burhanuddin dan beliau menanggapinya dengan santai. Kategori: Hoaks Link Counter: https://jalahoaks.jakarta.go.id/detail/Hoaks-Jaksa-Agung-ST-Burhanuddin-Diganti",hoaks,fakta_83
